Position-Anforderungsspezifikation,ReqID,Komponente,Schablone,Variante,Gruppe,Tag,Stakeholder,Gruppe (ALT),Tag (ALT),Anforderung,Trace auf ReqID,Anmerkung,Status,Aktuell / Zukunft / Ignore,Release,Req-Key (ALT)
3.4 Schnittstellen,357,HARMONY,ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Datenbank anbinden,Entwickler,Systemzuständigkeiten,Datenbankverbindung,"Das System HARMONY muss in der Lage sein, eine Datenbankverbindung aufzubauen, damit Daten persistent gespeichert werden können.",,,Umgesetzt,A,1,E-3
3.4 Schnittstellen,358,HARMONY,ESFA,Schnittstellenanforderung,Systemzuständigkeiten,HARMONY betreiben,Entwickler,Systemzuständigkeiten,Logging,"Das System HARMONY muss in der Lage sein, strukturierte Meldungen für Systemkomponenten abzulegen, damit Abläufe und Fehler in Komponenten besser entdeckt und untersucht werden können.",,,Umgesetzt,A,1,E-4
3.4 Schnittstellen,364,HARMONY,ESFA,Schnittstellenanforderung,Systemzuständigkeiten,HARMONY betreiben,Entwickler,Systemzuständigkeiten,Validierung von Eingabedaten,"Falls ein Anwender eine Eingabe getätigt hat, muss das System HARMONY in der Lage sein, die Eingabe auf Basis von Regeln zu validieren, damit keine invaliden Eingaben getätigt werden können.",,,Umgesetzt,A,1,E-10
3.4 Schnittstellen,361,HARMONY,ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Konfiguration,Entwickler,Systemzuständigkeiten,Konfiguration aus Dateien,"Falls eine Komponente konfigurierbar ist, muss das System HARMONY in der Lage sein, Inhalte aus Konfigurationsdateien in Datenstrukturen zu laden, damit Komponenten keine eigene Logik zur Konfiguration bereitstellen müssen.",,"Anpassung, da nicht technisch.",Umgesetzt,A,1,E-7
3.4 Schnittstellen,362,HARMONY,ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Konfiguration,Entwickler,Systemzuständigkeiten,Konfiguration aus Umgebungsvariablen,"Falls eine Komponente konfigurierbar ist, muss das System HARMONY in der Lage sein, Inhalte aus Umgebungsvariablen in Datenstrukturen zu laden, damit Komponenten keine eigene Logik zur Konfiguration bereitstellen müssen.",,"Anpassung, da nicht technisch.",Umgesetzt,A,1,E-8
3.4 Schnittstellen,468,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Anforderung prüfen; app/eiffel,Entwickler,Systemzuständigkeiten,app/eiffel - Anforderungserfassungsformular bereitstellen,"Das Modul EIFFEL muss in der Lage sein, ein Formular zur Anforderungserfassung bereitzustellen, damit der Anwender Anforderungen erfassen kann.",,,Umgesetzt,A,1,E-40
3.4 Schnittstellen,469,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Anforderung prüfen; app/eiffel,Entwickler,Systemzuständigkeiten,app/eiffel - EBT-Schablonen zur Auswahl,"Das Modul EIFFEL muss in der Lage sein, eine Auswahl an Schablonen bereitzustellen, damit der Anwender eine Schablone zur Prüfung von Anforderungen auswählen kann.",,,Umgesetzt,A,1,E-41
3.4 Schnittstellen,470,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Anforderung prüfen; app/eiffel,Entwickler,Systemzuständigkeiten,app/eiffel - Anforderung nach Schablone prüfen,"Das Modul EIFFEL muss in der Lage sein, eine Anforderung auf Basis einer Schablone zu prüfen, um zu ermitteln, ob die Anforderung schablonenkonform ist.",,,Umgesetzt,A,1,E-42
3.4 Schnittstellen,472,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Anforderung prüfen; app/eiffel,Entwickler,Systemzuständigkeiten,app/eiffel - EIFFEL Navigationseintrag,"Das Modul EIFFEL muss in der Lage sein, ein Element mit Verweis auf die Seite zur Anforderungserfassung mit EIFFEL in der Navigationsleiste bereitzustellen, damit der Anwender zur Anforderungserfassung gelangt.",446,,Umgesetzt,A,1,E-44
3.4 Schnittstellen,490,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Benutzer bearbeiten; app/user,Entwickler,Systemzuständigkeiten,app/user - Persistente Speicherung,"Das Modul User muss in der Lage sein, persistent gespeicherte Benutzerinformationen zu verändern, damit die Benutzerinformationen korrekt bleiben.",,,Umgesetzt,A,1,E-60
3.4 Schnittstellen,481,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Benutzer einlesen; app/user,Entwickler,Systemzuständigkeiten,app/user - Benutzer auslesen und bereitstellen,"Das Modul User muss in der Lage sein, die Informationen, die über den angemeldeten Anwender gespeichert sind, bereitzustellen, damit andere Module die Benutzerinformationen für ihre Funktionalitäten verweden können.",,,Umgesetzt,A,1,E-53
3.4 Schnittstellen,491,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Benutzer löschen; app/user,Entwickler,Systemzuständigkeiten,app/user - Persistente Speicherung,"Das Modul User muss in der Lage sein, persistent gespeicherte Benutzerinformationen zu löschen, damit Anwender aus dem System entfernt werden können.",,,Umgesetzt,A,1,E-61
3.4 Schnittstellen,477,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Benutzer speichern; app/user,Entwickler,Systemzuständigkeiten,app/user - Persistente Speicherung,"Das Modul User muss in der Lage sein, Benutzerinformationen persistent zu speichern, damit die Benutzerinformationen nicht verloren gehen.",,,Umgesetzt,A,1,E-49
3.4 Schnittstellen,454,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Benutzerverwaltung; app/user,Entwickler,Systemzuständigkeiten,app/user - Benutzerinformationenverwaltung bereitstellen,"Das Modul User muss in der Lage sein, eine Verwaltung der Benutzerinformationen bereitzustellen, damit Anwender die über sie gespeicherten Benutzerinformationen einsehen und verändern können.",,,Umgesetzt,A,1,E-26
3.4 Schnittstellen,474,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Benutzerverwaltung; app/user,Entwickler,Systemzuständigkeiten,app/user - Benutzerinformationenverwaltung Navigationseintrag,"Das Modul Template muss in der Lage sein, ein Element mit Verweis auf die Benutzerinformationenverwaltung in der Navigationsleiste bereitzustellen, damit der Anwender dorthin gelangt.",446,,Umgesetzt,A,1,E-46
3.4 Schnittstellen,485,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Eingaben validieren; core/validation,Entwickler,Systemzuständigkeiten,core/validation - Validierung ,"Das Modul Core muss in der Lage sein, Daten, z.B. in Form von Nutzereingaben, zu validieren, damit invalide Eingaben erkannt und abgelehnt werden können.",,,Umgesetzt,A,1,E-57
3.4 Schnittstellen,480,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,GitHub Login; app/user,Entwickler,Systemzuständigkeiten,app/user - GitHub Benutzerinformationen adaptieren,"Das Modul User muss in der Lage sein, die Benutzerinformationen des Dienstes GitHub zu lesen, damit Anwender sich mit GitHub anmelden können.",,,Umgesetzt,A,1,E-52
3.4 Schnittstellen,479,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Google Login; app/user,Entwickler,Systemzuständigkeiten,app/user - Google Benutzerinformationen adaptieren,"Das Modul User muss in der Lage sein, die Benutzerinformationen des Dienstes Google zu lesen, damit Anwender sich mit Google anmelden können.",,,Umgesetzt,A,1,E-51
3.4 Schnittstellen,445,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,HTTP-Controller definieren; core/web,Entwickler,Systemzuständigkeiten,core/web - HTTP-Handler per Controller definieren,"Das Modul Core muss in der Lage sein, Handlerfunktionen für Seitenaufrufe zu registrieren, damit Anwender bestimmte Seiten der Anwendung aufrufen können.",,,Umgesetzt,A,1,E-17
3.4 Schnittstellen,450,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Inhalte übersetzen; core/trans,Entwickler,Systemzuständigkeiten,core/trans - Inhalte übersetzen,"Das Modul Core muss in der Lage sein, Inhalte der Anwendung in eine andere Sprache zu übersetzen, damit die Anwendung an verschiedene Länder und Nutzergruppen angepasst werden kann.",,,Umgesetzt,A,1,E-22
3.4 Schnittstellen,467,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Interaktion mit Persistenzebene; core/persistence,Entwickler,Systemzuständigkeiten,core/persistence - Interaktion mit Persistenzebene,"Das Modul Core muss in der Lage sein, eine Persistenzebene bereitzustellen, damit Daten aus der Anwendung persistent gespeichert werden können.",,,Umgesetzt,A,1,E-39
3.4 Schnittstellen,482,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Konfigurationen laden; core/config,Entwickler,Systemzuständigkeiten,core/config - Konfigurationen laden,"Das Modul Core muss in der Lage sein, Konfigurationen aus Konfigurationsdateien und Umgebungsvariablen zu laden, damit die Anwendung dynamisch eingestellt werden kann.",,,Umgesetzt,A,1,E-54
3.4 Schnittstellen,484,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Logging; core/trace,Entwickler,Systemzuständigkeiten,core/trace - Logging,"Das Modul Core muss in der Lage sein, Funktionalitäten zur Protokollierung bereitzustellen, damit Programmabläufe und -fehler besser nachvollzogen werden können.",,,Umgesetzt,A,1,E-56
3.4 Schnittstellen,452,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Login; app/user,Entwickler,Systemzuständigkeiten,app/user - Login bereistellen,"Das Modul User muss in der Lage sein, einen Login via Diensteanbieter bereitzustellen, damit Anwender sich in der Anwendung anmelden können.",,,Umgesetzt,A,1,E-24
3.4 Schnittstellen,476,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Login; app/user,Entwickler,Systemzuständigkeiten,app/user - OAuth Login durchführen,"Das Modul User muss in der Lage sein, den Anwender im System via Diensteanbieter anzumelden.",,,Umgesetzt,A,1,E-48
3.4 Schnittstellen,475,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Login; core/auth,Entwickler,Systemzuständigkeiten,core/auth - OAuth Login,"Das Modul Core muss in der Lage sein, Anwender über einen Diensteanbieter zu autorisieren, damit Anwender sich mit verschiedenen Diensteanbietern anmelden können.",,,Umgesetzt,A,1,E-47
3.4 Schnittstellen,453,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Logout; app/user,Entwickler,Systemzuständigkeiten,app/user - Logout bereitstellen,"Das Modul User muss in der Lage sein, einen Logout bereitzustellen, damit Anwender sich von der Anwendung abmelden können, wenn sie zum Beispiel einen öffentlichen Rechner benutzt haben.",,,Umgesetzt,A,1,E-25
3.4 Schnittstellen,446,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Navigation registrieren; core/web,Entwickler,Systemzuständigkeiten,core/web - Navigation registrieren,"Das Modul Core muss in der Lage sein, Einträge in der Navigation zu hinzuzufügen, damit der Anwender eine Seitennavigation verwenden kann, um sich durch die Anwendung zu bewegen.",,,Umgesetzt,A,1,E-18
3.4 Schnittstellen,457,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,PARIS; app/template,Entwickler,Systemzuständigkeiten,app/template - PARIS importieren,"Das Modul Template muss in der Lage sein, einen PARIS-Schablonensatz in aktueller Fassung für einen Anwender zu importieren, damit der Anwender mit minimalem Aufwand die PARIS-Mustersprache verwenden kann.",,,Umgesetzt,A,1,E-29
3.4 Schnittstellen,462,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablone duplizieren; app/template,Entwickler,Systemzuständigkeiten,app/template - Schablonen duplizieren,"Das Modul Template muss in der Lage sein, eine Schablone in einen beliebigen Schablonensatz zu kopieren, damit Schablonen dupliziert und anschließend verändert werden können.",,,Umgesetzt,A,1,E-34
3.4 Schnittstellen,460,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablone einlesen; app/template ,Entwickler,Systemzuständigkeiten,app/template - Schablonen lesen,"Das Modul Template muss in der Lage sein, Schablonen aus der persistenten Speicherung einzulesen, damit die Schablonen benutzt werden können.",,,Umgesetzt,A,1,E-32
3.4 Schnittstellen,463,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablone löschen; app/template,Entwickler,Systemzuständigkeiten,app/template - Schablonen löschen,"Das Modul Template muss in der Lage sein, Schablonensätze aus der persistenten Speicherung zu löschen, damit nicht benutzte Schablonensätze entfernt werden können.",,,Umgesetzt,A,1,E-35
3.4 Schnittstellen,471,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablone prüfen; app/eiffel,Entwickler,Systemzuständigkeiten,app/eiffel - EBT-Schablonen validieren,"Das Modul EIFFEL muss in der Lage sein, Schablonen vom Typ EBT auf Validität zu prüfen, damit keine unbrauchbaren Schablonen im System abgelegt werden.",466,,Umgesetzt,A,1,E-43
3.4 Schnittstellen,465,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablone prüfen; app/template,Entwickler,Systemzuständigkeiten,app/template - Schablonen prüfen,"Das Modul Template muss in der Lage sein, eine Schablone auf ihre Wohlgeformtheit zu prüfen, damit nur benutzbare Schablonen gespeichert werden.",,,Umgesetzt,A,1,E-37
3.4 Schnittstellen,466,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablone prüfen; app/template,Entwickler,Systemzuständigkeiten,app/template - Schablonen prüfen lassen,"Das Modul Template muss in der Lage sein, verschiedene Schablonentypen validieren zu lassen, damit andere Module schablonentyp-spezifische Logiken zur Validierung ausführen können.",471,"Zielt auf Event-System ab, welches es erlaubt, dass z.B. das EIFFEL Modul die Schablonen vom Typ EBT validiert.",Umgesetzt,A,1,E-38
3.4 Schnittstellen,458,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablone speichern; app/template,Entwickler,Systemzuständigkeiten,app/template - Schablonen speichern,"Das Modul Template muss in der Lage sein, Schablonen persistent zu speichern, damit Schablonen wiederverwendet werden können.",,,Umgesetzt,A,1,E-30
3.4 Schnittstellen,456,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablonen verwalten; app/template,Entwickler,Systemzuständigkeiten,app/template - Schablonenverwaltung,"Das Modul Template muss in der Lage sein, eine Verwaltung der Schablonen eines Anwenders bereitzustellen, damit ein Anwender seine Schablonen einsehen und verändern kann.",,,Umgesetzt,A,1,E-28
3.4 Schnittstellen,461,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablonensatz einlesen; app/template,Entwickler,Systemzuständigkeiten,app/template - Schablonensätze lesen,"Das Modul Template muss in der Lage sein, Schablonensätze aus der persistenten Speicherung einzulesen, damit die Schablonensätze benutzt werden können.",,,Umgesetzt,A,1,E-33
3.4 Schnittstellen,464,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablonensatz löschen; app/template,Entwickler,Systemzuständigkeiten,app/template - Schablonensätze löschen,"Das Modul Template muss in der Lage sein, Schablonen aus der persistenten Speicherung zu löschen, damit nicht benutzte Schablonen entfernt werden können.",,,Umgesetzt,A,1,E-36
3.4 Schnittstellen,459,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablonensatz speichern; app/template,Entwickler,Systemzuständigkeiten,app/template - Schablonensätze speichern,"Das Modul Template muss in der Lage sein, Schablonensätze persistent zu speichern, damit Schablonensätze wiederverwendet werden können und in ihnen Schablonen organisiert werden können.",,,Umgesetzt,A,1,E-31
3.4 Schnittstellen,455,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablonensätze verwalten; app/template,Entwickler,Systemzuständigkeiten,app/template - Schablonensatzverwaltung,"Das Modul Template muss in der Lage sein, eine Verwaltung der Schablonensätze eines Anwenders bereitzustellen, damit der Anwender seine Schablonensätze einsehen und verändern kann.",,,Umgesetzt,A,1,E-27
3.4 Schnittstellen,473,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Schablonensätze verwalten; app/template,Entwickler,Systemzuständigkeiten,app/template - Template Navigationseintrag,"Das Modul Template muss in der Lage sein, ein Element mit Verweis auf die Seite zur Schablonensatzverwaltung in der Navigationsleiste bereitzustellen, damit der Anwender zur Schablonensatzverwaltung gelangt.",446,,Umgesetzt,A,1,E-45
3.4 Schnittstellen,492,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Session bearbeiten; app/user,Entwickler,Systemzuständigkeiten,app/user - Sessions,"Das Modul User muss in der Lage sein, Anwender-Sessions zu verändern, damit die Anmeldung von Anwendern verlängert werden kann.",,,Umgesetzt,A,1,E-62
3.4 Schnittstellen,478,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Session erstellen; app/user,Entwickler,Systemzuständigkeiten,app/user - Sessions,"Das Modul User muss in der Lage sein, Anwender-Sessions anzulegen, damit Anwender angemeldet werden können.",,,Umgesetzt,A,1,E-50
3.4 Schnittstellen,493,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Session löschen; app/user,Entwickler,Systemzuständigkeiten,app/user - Sessions,"Das Modul User muss in der Lage sein, Anwender-Sessions zu löschen, damit Anwender abgemeldet werden können.",,,Umgesetzt,A,1,E-63
3.4 Schnittstellen,448,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Sprache ändern; app/user,Entwickler,Systemzuständigkeiten,app/user - Sprache ändern Englisch,"Wenn die Anwendung in deutscher Sprache angezeigt wird, muss das Modul User in der Lage sein, die Sprache der Anwendung für den Anwender auf Englisch umzustellen, damit die Anwendung von nicht-deutschsprachigen Anwendern verwendet werden kann.",,,Umgesetzt,A,1,E-20
3.4 Schnittstellen,449,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Sprache ändern; app/user,Entwickler,Systemzuständigkeiten,app/user - Sprache ändern Deutsch,"Wenn die Anwendung in englischer Sprache angezeigt wird, muss das Modul User in der Lage sein, die Sprache der Anwendung für den Anwender auf Deutsch umzustellen, damit die Anwendung besser von deutschsprachigen Anwendern verwendet werden kann.",,,Umgesetzt,A,1,E-21
3.4 Schnittstellen,444,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Startseite; app/home,Anwender,Systemzuständigkeiten,app/home - Startseite bereitstellen,"Das Modul Home muss in der Lage sein, eine Startseite für die Anwendung bereitzustellen, damit Anwender begrüßt werden.",,,Umgesetzt,A,1,E-16
3.4 Schnittstellen,447,"HARMONY, EIFFEL",ESFA,Schnittstellenanforderung,Systemzuständigkeiten,Startseite; app/home,Entwickler,Systemzuständigkeiten,app/home - Startseite Navigationseintrag,"Das Modul Home muss in der Lage sein, ein Element mit Verweis auf die Startseite der Anwendung in der Navigationsleiste bereitzustellen, damit der Anwender wieder zur Startseite der Anwendung zurückkehren kann.",446,,Umgesetzt,A,1,E-19
4. Abnahme- und Akzeptanzkriterien,426,EIFFEL,AK,,Bedienbarkeit,Benutzung Browser,Anwender,Bedienbarkeit,Benutzung Brave Browser,"Angenommen der Anwender hat den Browser Brave installiert.
Wenn der Anwender EIFFEL verwendet,
dann kann der Anwender über das Suchfeld nach Schablonen suchen, 
weil das wichtig für die Usability ist.",,AK zu der Stakeholderanforderung über den Chromium.,Umgesetzt,A,1,D-33.3
4. Abnahme- und Akzeptanzkriterien,318,EIFFEL,AK,,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Eingabefeld pro Regel,"Angenommen, ein Anwender hat eine Schablonenvariante zur Erfassung von Anforderungen gewählt. 
Wenn der Anwender die Anforderungserfassung per Eingabeformular beginnt, 
dann zeigt das System EIFFEL für jede Regel in der Schablonenvariante ein entsprechendes Eingabefeld im Formular an, 
damit der Anwender für jede Regel in der Variante etwas eingeben kann.",317,,Umgesetzt,A,1,A-3-48.1
4. Abnahme- und Akzeptanzkriterien,320,EIFFEL,AK,,Schablonenanwendung,Equals-Regel,Anwender,Schablonen anwenden,"""equals""-Regel Darstellung","Angenommen, ein Anwender hat eine Schablonenvariante zur Erfassung gewählt. 
Wenn die Variante eine ""equals""-Regel enthält, 
dann zeigt das System einen unveränderbaren Text für die Regel im Eingabeformular an, 
weil die ""equals""-Regel einen definierten Inhalt an einer bestimmten Stelle der Variante voraussetzt.","156, 317, 322",,Umgesetzt,A,1,A-3-48.3
4. Abnahme- und Akzeptanzkriterien,321,EIFFEL,AK,,Schablonenanwendung,EqualsAny-Regel,Anwender,Schablonen anwenden,"""equalsAny""-Regel Darstellung","Angenommen, ein Anwender hat eine Schablonenvariante zur Erfassung gewählt. 
Wenn die Variante eine ""equalsAny""-Regel enthält, 
dann zeigt das System ein Eingabefeld mit den vordefinierten Werten der Regel als Vorschläge an, 
damit der Anwender den erwarteten Text der Regel eintippen oder aus den Vorschlägen auswählen kann.","158, 317",,Umgesetzt,A,1,A-3-48.4
4. Abnahme- und Akzeptanzkriterien,319,EIFFEL,AK,,Schablonenanwendung,Platzhalter-Regel,Anwender,Schablonen anwenden,Platzhalter-Regel Darstellung,"Angenommen, ein Anwender hat eine Schablonenvariante zur Erfassung gewählt. Wenn die Variante eine Platzhalter-Regel beinhaltet, dann zeigt das System für die Platzhalter-Regel ein leeres Eingabefeld an, damit ein beliebiger Text eingegeben werden kann.","157, 317",,Umgesetzt,A,1,A-3-48.2
4. Abnahme- und Akzeptanzkriterien,315,EIFFEL,AK,,Schablonenanwendung ,Anforderung prüfen,Anwender,Schablonen anwenden ,Vorverarbeiten,"Angenommen, eine Anforderung wird geprüft. 
Wenn ein Segment mit einer beliebigen Anzahl Leerzeichen beginnt oder endet, 
dann entfernt das System EIFFEL in der Vorbereitung zur Validierung der Anforderung die überschüssigen Leerzeichen am Anfang und am Ende des Segments, damit keine überschüssigen Leerzeichen die Regelprüfung beeinträchtigen.",229,Hierzu gibt es Regressionstests.,Umgesetzt,A,1,A-3-36.1
4. Abnahme- und Akzeptanzkriterien,433,EIFFEL,AK,,Schablonenkonfiguration,EqualsAny-Regel,Schablonenverwalter,Schablonen konfigurieren,Erlaube weitere Werte für EqualsAny-Regel,"Angenommen, eine Regel in der Schablonenkonfiguration ist vom Typ ""equalsAny"" und die Option zum Erlauben anderer Werte ist gesetzt. 
Wenn bei der Prüfung einer Anforderung mit der Regel eine abweichende Zeichenkette, als in der EqualsAny-Regel vordefiniert, benutzt wird, 
dann ist die Anforderung valide, weil die Regel auch andere Werte akzeptiert.",432,,Umgesetzt,A,1,A-4-21.1
4. Abnahme- und Akzeptanzkriterien,434,EIFFEL,AK,,Schablonenkonfiguration,EqualsAny-Regel,Schablonenverwalter,Schablonen konfigurieren,Erlaube weitere Werte für EqualsAny-Regel,"Angenommen, eine Regel in der Schablonenkonfiguration ist vom Typ ""equalsAny"" und die Option zum Erlauben anderer Werte ist gesetzt. 
Wenn bei der Prüfung einer Anforderung mit der Regel eine abweichende Zeichenkette, als in der EqualsAny-Regel vordefiniert, benutzt wird, 
dann gibt die Regel keinen Hinweis und keine Fehlermeldung aus, 
weil die Regel auch andere Werte akzeptiert.",432,,Umgesetzt,A,1,A-4-21.2
4. Abnahme- und Akzeptanzkriterien,435,EIFFEL,AK,,Schablonenkonfiguration,EqualsAny-Regel,Schablonenverwalter,Schablonen konfigurieren,Erlaube weitere Werte für EqualsAny-Regel,"Angenommen, eine Regel in der Schablonenkonfiguration ist vom Typ ""equalsAny"" und die Option zum Erlauben anderer Werte ist gesetzt. 
Wenn bei der Prüfung einer Anforderung mit der Regel eine leere Zeichenkette benutzt wird, 
dann gibt die Regel einen Fehler aus, weil die Regel nicht optional ist, 
sondern nur andere Werte erlaubt.",432,,Umgesetzt,A,1,A-4-21.3
4. Abnahme- und Akzeptanzkriterien,326,EIFFEL,AK,Benutzeranforderung,Schablonenkonfiguration,Größe einer Regel,Schablonenverwalter,Schablonen konfigurieren,Größe einer Regel,"Angenommen, ein Schablonenverwalter konfiguriert eine Regel in der Schablonenkonfiguration. 
Wenn ein Schablonenverwalter die Größe eines Eingabefeldes im Formular zur Anforderungserfassung anpassen möchte, 
dann kann der Schablonenverwalter einen Wert aus ""small"", ""medium"", ""large"" und ""full"" wählen, 
damit der Anwender die Größe des Eingabefeldes an die erwartete Länge der Eingabe in Viertelschritten anpassen kann.",325,,Umgesetzt,A,1,A-4-19.1
4. Abnahme- und Akzeptanzkriterien,350,EIFFEL,AK,,Schablonenkonfiguration,Optionale Regel ignorieren,Schablonenverwalter,Schablonen konfigurieren,Ignorieren wenn optionale Regel fehlt,"Angenommen, eine Regel ist in der Schablonenkonfiguration als optional definiert. 
Wenn bei der Prüfung einer Anforderung ein Regelverstoß bei der optionalen Regel festgestellt wird, 
dann ist die Anforderung trotzdem valide, 
damit es nicht notwendig ist, eine optionale Regel zu befriedigen.",432,Ist mit Regressionstests abgedeckt.,Umgesetzt,A,1,A-4-21.1
4. Abnahme- und Akzeptanzkriterien,328,EIFFEL,AK,,Schablonenkonfiguration,Schablone konfigurieren,Schablonenverwalter,Schablonen konfigurieren,Regel als optional,"Angenommen, eine Regel ist in der Schablonenkonfiguration als optional definiert. 
Wenn bei der Prüfung einer Anforderung ein Regelverstoß bei der optionalen Regel festgestellt wird, 
dann ist die Anforderung trotzdem valide, 
damit es nicht notwendig ist, eine optionale Regel zu befriedigen.",327,Ist mit Regressionstests abgedeckt.,Umgesetzt,A,1,A-4-20.1
4. Abnahme- und Akzeptanzkriterien,329,EIFFEL,AK,,Schablonenkonfiguration,Schablone konfigurieren,Schablonenverwalter,Schablonen konfigurieren,Regel als optional,"Angenommen, eine Regel ist in der Schablonenkonfiguration als optional definiert. 
Wenn bei der Prüfung einer Anforderung ein Regelverstoß bei der optionalen Regel festgestellt wird und eine Fehlermeldung dazu erstellt wurde, 
dann wird diese Fehlermeldung zur Hinweismeldung hinuntergestuft, 
damit der Anwender erkennen kann, dass eine optionale Regel verletzt wurde, jedoch kein Fehler aufgetreten ist, der die Validität der Anforderung verändert hätte.",327,Ist mit Regressionstests abgedeckt.,Umgesetzt,A,1,A-4-20.2
4. Abnahme- und Akzeptanzkriterien,249,EIFFEL,AK,,Schablonenverwaltung,Schablone konfigurieren,,Schablonen verwalten,Schablonentyp,"Wenn EBT der Schablonentyp ist, 
dann werden Anforderungen mit EIFFEL als Prüfsystem auf ihre Schablonenkonformität geprüft.",351,,Umgesetzt,A,1,G-45.2
4. Abnahme- und Akzeptanzkriterien,246,EIFFEL,AK,,Schablonenverwaltung,Schablone prüfen,,Schablonen verwalten,Validität der Schablonenkonfiguration,"Angenommen, eine Schablonenkonfiguration wird gespeichert. 
Wenn die Schablonenkonfiguration keine Werte für die Felder Name, Versionsnummer und Schablonentyp besitzt, 
dann wird das System EIFFEL die Schablonenkonfiguration als invalide bewerten.",,,Fertig zur Umsetzung,A,,G-44.1
4. Abnahme- und Akzeptanzkriterien,248,HARMONY,AK,,Schablonenverwaltung,Schablone konfigurieren,,Schablonen verwalten,Schablonentyp,Der Standard-Schablonentyp für EIFFEL ist EBT (EIFFEL Basic Template).,351,,Umgesetzt,A,1,G-45.1
